country,year,indicator,value,country_name,indicator_code,description,unit,frequency,transformation,source,retrieved_at
CHN,2003,FDI_NET_INFLOWS,3.43849537731211,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2004,FDI_NET_INFLOWS,3.43299015092913,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2005,FDI_NET_INFLOWS,4.49218509012467,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2006,FDI_NET_INFLOWS,4.44499743873593,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2007,FDI_NET_INFLOWS,4.33537500236917,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2008,FDI_NET_INFLOWS,3.67520717506325,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2009,FDI_NET_INFLOWS,2.52538984334254,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2010,FDI_NET_INFLOWS,3.93541996731512,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2011,FDI_NET_INFLOWS,3.65069190228423,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2012,FDI_NET_INFLOWS,2.78099138181613,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2013,FDI_NET_INFLOWS,2.98598708261986,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2014,FDI_NET_INFLOWS,2.51155883670463,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2015,FDI_NET_INFLOWS,2.14957284731563,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2016,FDI_NET_INFLOWS,1.52539470315394,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2017,FDI_NET_INFLOWS,1.32468971748482,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2018,FDI_NET_INFLOWS,1.66361992284408,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2019,FDI_NET_INFLOWS,1.28549226847992,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2020,FDI_NET_INFLOWS,1.68770756292082,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2021,FDI_NET_INFLOWS,1.8903454142588,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2022,FDI_NET_INFLOWS,1.03841365474349,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2023,FDI_NET_INFLOWS,0.280991103634816,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2024,FDI_NET_INFLOWS,0.0989988051182737,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,2025,FDI_NET_INFLOWS,,China,BX.KLT.DINV.WD.GD.ZS,Foreign direct investment net inflows percentage GDP,percent,annual,none,world_bank,2026-05-13T21:09:57.134689+00:00
CHN,1960,GDP_GROWTH,,China,NY.GDP.MKTP.KD.ZG,GDP growth annual percentage,percent,annual,none,world_bank,2026-05-13T21:09:54.970779+00:00
CHN,1961,GDP_GROWTH,-27.2700000038883,China,NY.GDP.MKTP.KD.ZG,GDP growth annual percentage,percent,annual,none,world_bank,2026-05-13T21:09:54.970779+00:00
CHN,1962,GDP_GROWTH,-5.57999999019671,China,NY.GDP.MKTP.KD.ZG,GDP growth annual percentage,percent,annual,none,world_bank,2026-05-13T21:09:54.970779+00:00
CHN,1963,GDP_GROWTH,10.2999999963989,China,NY.GDP.MKTP.KD.ZG,GDP growth annual percentage,percent,annual,none,world_bank,2026-05-13T21:09:54.970779+00:00
CHN,1964,GDP_GROWTH,18.1799999938203,China,NY.GDP.MKTP.KD.ZG,GDP growth annual percentage,percent,annual,none,world_bank,2026-05-13T21:09:54.970779+00:00
CHN,1965,GDP_GROWTH,16.9500000038699,China,NY.GDP.MKTP.KD.ZG,GDP growth annual percentage,percent,annual,none,world_bank,2026-05-13T21:09:54.970779+00:00
